indice_tiempo,catalogos_cant,datasets_cant,datasets_federados_cant,datasets_no_federados_cant,datasets_federados_pct,datasets_meta_ok_cant,datasets_meta_error_cant,datasets_meta_ok_pct,distribuciones_cant,distribuciones_federadas_cant,campos_recomendados_pct,campos_optativos_pct,datasets_con_datos_pct,datasets_sin_datos_cant,datasets_con_datos_cant
2017-07-13,8,342,46,296,13.45,288,54,84.21,1541,,49.99,53.35,,,
2017-07-14,8,342,46,296,13.45,288,54,84.21,1541,,49.99,53.35,,,
2017-07-15,8,342,45,297,13.16,288,54,84.21,1541,,49.99,53.35,,,
2017-07-16,8,342,45,297,13.16,288,54,84.21,1541,,49.99,53.35,,,
2017-07-17,8,342,45,297,13.16,288,54,84.21,1541,,49.99,53.35,,,
2017-07-18,8,342,45,297,13.16,288,54,84.21,1541,,49.99,53.35,,,
2017-07-19,8,342,45,297,13.16,288,54,84.21,1543,,49.98,53.37,,,
2017-07-20,8,342,45,297,13.16,288,54,84.21,1543,,49.98,53.37,,,
2017-07-21,8,342,45,297,13.16,288,54,84.21,1551,,49.95,53.16,,,
2017-07-22,8,355,45,310,12.68,301,54,84.79,1577,,49.95,52.46,,,
2017-07-23,7,152,45,107,29.61,98,54,64.47,577,,47.86,35.23,,,
2017-07-24,7,152,45,107,29.61,98,54,64.47,577,,47.86,35.23,,,
2017-07-25,7,152,45,107,29.61,98,54,64.47,580,,47.84,35.35,,,
2017-07-26,7,152,45,107,29.61,103,49,67.76,580,,47.84,35.35,,,
2017-07-27,7,152,45,107,29.61,103,49,67.76,585,,47.81,35.55,,,
2017-07-28,7,152,45,107,29.61,103,49,67.76,586,,47.8,35.59,,,
2017-07-29,7,152,45,107,29.61,103,49,67.76,589,,47.78,35.71,,,
2017-07-30,7,152,45,107,29.61,103,49,67.76,589,,47.78,35.71,,,
2017-07-31,7,152,45,107,29.61,103,49,67.76,589,,47.78,35.71,,,
2017-08-01,7,126,45,81,35.71,93,33,73.81,550,,48.66,36.76,,,
2017-08-02,,,,,,,,,,,,,,,
2017-08-03,,,,,,,,,,,,,,,
2017-08-04,,,,,,,,,,,,,,,
2017-08-05,,,,,,,,,,,,,,,
2017-08-06,,,,,,,,,,,,,,,
2017-08-07,,,,,,,,,,,,,,,
2017-08-08,,,,,,,,,,,,,,,
2017-08-09,,,,,,,,,,,,,,,
2017-08-10,,,,,,,,,,,,,,,
2017-08-11,,,,,,,,,,,,,,,
2017-08-12,,,,,,,,,,,,,,,
2017-08-13,,,,,,,,,,,,,,,
2017-08-14,,,,,,,,,,,,,,,
2017-08-15,,,,,,,,,,,,,,,
2017-08-16,,,,,,,,,,,,,,,
2017-08-17,,,,,,,,,,,,,,,
2017-08-18,,,,,,,,,,,,,,,
2017-08-19,,,,,,,,,,,,,,,
2017-08-20,,,,,,,,,,,,,,,
2017-08-21,,,,,,,,,,,,,,,
2017-08-22,,,,,,,,,,,,,,,
2017-08-23,,,,,,,,,,,,,,,
2017-08-24,,,,,,,,,,,,,,,
2017-08-25,,,,,,,,,,,,,,,
2017-08-26,,,,,,,,,,,,,,,
2017-08-27,,,,,,,,,,,,,,,
2017-08-28,,,,,,,,,,,,,,,
2017-08-29,,,,,,,,,,,,,,,
2017-08-30,,,,,,,,,,,,,,,
2017-08-31,,,,,,,,,,,,,,,
2017-09-01,12,365,192,173,52.6,337,28,92.33,1613,,48.88,50.83,,,
2017-09-02,12,367,192,175,52.32,339,28,92.37,1619,,48.84,50.81,,,
2017-09-03,12,367,192,175,52.32,339,28,92.37,1619,,48.84,50.81,,,
2017-09-04,12,367,192,175,52.32,339,28,92.37,1619,,48.84,50.81,,,
2017-09-05,12,368,192,176,52.17,339,29,92.12,1626,,49.14,50.82,,,
2017-09-06,12,386,192,194,49.74,340,46,88.08,1662,,51.87,50.32,,,
2017-09-07,12,393,200,193,50.89,341,52,86.77,1684,,53.09,49.94,,,
2017-09-08,12,394,200,194,50.76,341,53,86.55,1695,,53.23,49.92,,,
2017-09-09,12,395,200,195,50.63,342,53,86.58,1700,,53.2,49.87,,,
2017-09-10,12,395,200,195,50.63,342,53,86.58,1700,,53.2,49.87,,,
2017-09-11,12,395,200,195,50.63,342,53,86.58,1700,,53.2,49.87,,,
2017-09-12,12,395,200,195,50.63,342,53,86.58,1702,,53.19,49.88,,,
2017-09-13,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-14,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-15,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-16,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-17,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-18,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-19,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-20,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-21,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-22,13,445,200,245,44.94,343,102,77.08,1800,,53.48,48.5,,,
2017-09-23,14,691,203,488,29.38,587,104,84.95,2277,,77.35,45.72,,,
2017-09-24,14,691,203,488,29.38,587,104,84.95,2276,,77.33,45.74,,,
2017-09-25,14,691,203,488,29.38,587,104,84.95,2276,,77.33,45.74,,,
2017-09-26,15,706,203,503,28.75,601,105,85.13,2312,,77.89,45.56,,,
2017-09-27,,,,,,,,,,,,,,,
2017-09-28,,,,,,,,,,,,,,,
2017-09-29,,,,,,,,,,,,,,,
2017-09-30,15,713,450,263,63.11,622,91,87.24,2319,,78.13,45.62,,,
2017-10-01,15,713,450,263,63.11,622,91,87.24,2319,,78.13,45.62,,,
2017-10-02,15,713,450,263,63.11,622,91,87.24,2319,,78.13,45.62,,,
2017-10-03,16,718,455,263,63.37,660,58,91.92,2309,,77.86,45.81,,,
2017-10-04,16,718,455,263,63.37,660,58,91.92,2309,,77.86,45.81,,,
2017-10-05,16,718,455,263,63.37,660,58,91.92,2309,,77.86,45.81,,,
2017-10-06,16,718,455,263,63.37,660,58,91.92,2309,,77.86,45.81,,,
2017-10-07,16,720,453,267,62.92,663,57,92.08,2331,,78.19,45.93,,,
2017-10-08,16,720,453,267,62.92,663,57,92.08,2331,,78.19,45.93,,,
2017-10-09,16,720,453,267,62.92,663,57,92.08,2331,,78.19,45.93,,,
2017-10-10,16,720,453,267,62.92,663,57,92.08,2333,,78.18,45.94,,,
2017-10-11,16,721,453,268,62.83,663,58,91.96,2334,,78.18,45.94,,,
2017-10-12,16,721,453,268,62.83,663,58,91.96,2334,,78.18,45.94,,,
2017-10-13,16,974,673,301,69.1,734,240,75.36,2730,,83.5,45.44,,,
2017-10-14,16,725,447,278,61.66,667,58,92,2327,,78.49,46.12,,,
2017-10-15,16,725,447,278,61.66,667,58,92,2327,,78.49,46.12,,,
2017-10-16,16,725,447,278,61.66,667,58,92,2327,,78.49,46.12,,,
2017-10-17,16,725,447,278,61.66,667,58,92,2327,,78.49,46.12,,,
2017-10-18,16,728,449,279,61.68,670,58,92.03,2335,,78.56,46.12,,,
2017-10-19,16,728,449,279,61.68,670,58,92.03,2335,,78.56,46.12,,,
2017-10-20,16,736,452,284,61.41,678,58,92.12,2354,,78.42,46.06,,,
2017-10-21,16,745,453,292,60.81,687,58,92.21,2366,,78.33,46.08,,,
2017-10-22,16,745,453,292,60.81,687,58,92.21,2366,,78.33,46.08,,,
2017-10-23,16,745,453,292,60.81,687,58,92.21,2366,,78.33,46.08,,,
2017-10-24,16,746,451,295,60.46,688,58,92.23,2370,,78.31,46.05,,,
2017-10-25,16,747,451,296,60.37,689,58,92.24,2371,,78.31,46.06,,,
2017-10-26,16,749,451,298,60.21,691,58,92.26,2373,,78.25,46.08,,,
2017-10-27,16,749,451,298,60.21,691,58,92.26,2373,,78.25,46.08,,,
2017-10-28,16,750,502,248,66.93,693,57,92.4,2377,,78.26,46.11,,,
2017-10-29,16,750,502,248,66.93,693,57,92.4,2377,,78.26,46.11,,,
2017-10-30,16,750,502,248,66.93,693,57,92.4,2377,,78.26,46.11,,,
2017-10-31,16,751,502,249,66.84,694,57,92.41,2379,,78.26,46.08,,,
2017-11-01,16,762,502,260,65.88,705,57,92.52,2390,,78.32,46.15,,,
2017-11-02,16,769,501,268,65.15,712,57,92.59,2407,,78.29,46.23,,,
2017-11-03,16,775,501,274,64.65,716,59,92.39,2435,,78.5,46.09,,,
2017-11-04,16,773,501,272,64.81,714,59,92.37,2432,,78.48,46.12,,,
2017-11-05,16,773,501,272,64.81,714,59,92.37,2432,,78.48,46.12,,,
2017-11-06,16,773,501,272,64.81,714,59,92.37,2432,,78.48,46.12,,,
2017-11-07,16,773,501,272,64.81,714,59,92.37,2438,,78.46,46.16,,,
2017-11-08,16,774,499,275,64.47,715,59,92.38,2439,,78.45,46.16,,,
2017-11-09,16,777,501,276,64.48,718,59,92.41,2448,,78.41,46.06,,,
2017-11-10,16,777,501,276,64.48,718,59,92.41,2448,,78.41,46.06,,,
2017-11-11,16,777,501,276,64.48,720,57,92.66,2452,,78.39,46.08,,,
2017-11-12,16,777,501,276,64.48,720,57,92.66,2452,,78.39,46.08,,,
2017-11-13,16,777,501,276,64.48,720,57,92.66,2452,,78.39,46.08,,,
2017-11-14,16,777,501,276,64.48,720,57,92.66,2452,,78.39,46.08,,,
2017-11-15,16,777,501,276,64.48,720,57,92.66,2453,,78.39,46.09,,,
2017-11-16,16,777,501,276,64.48,720,57,92.66,2453,,78.39,46.09,,,
2017-11-17,16,777,501,276,64.48,720,57,92.66,2453,,78.39,46.09,,,
2017-11-18,16,781,501,280,64.15,720,61,92.19,2467,,78.33,46.18,,,
2017-11-19,16,781,501,280,64.15,720,61,92.19,2467,,78.33,46.18,,,
2017-11-20,16,781,501,280,64.15,720,61,92.19,2467,,78.33,46.18,,,
2017-11-21,16,781,501,280,64.15,720,61,92.19,2467,,78.33,46.18,,,
2017-11-22,16,781,501,280,64.15,720,61,92.19,2467,,78.33,46.18,,,
2017-11-23,16,788,501,287,63.58,727,61,92.26,2478,,77.88,46.18,,,
2017-11-24,16,788,501,287,63.58,727,61,92.26,2478,,77.88,46.18,,,
2017-11-25,16,788,501,287,63.58,727,61,92.26,2478,,77.88,46.18,,,
2017-11-26,16,788,501,287,63.58,727,61,92.26,2478,,77.88,46.18,,,
2017-11-27,16,788,501,287,63.58,727,61,92.26,2478,,77.88,46.18,,,
2017-11-28,16,792,501,291,63.26,731,61,92.3,2485,,78.01,46.22,,,
2017-11-29,16,793,500,293,63.05,732,61,92.31,2490,,78.01,46.2,,,
2017-11-30,16,793,500,293,63.05,732,61,92.31,2493,,77.93,46.16,,,
2017-12-01,16,793,500,293,63.05,732,61,92.31,2494,,77.93,46.16,,,
2017-12-02,16,793,500,293,63.05,732,61,92.31,2501,,77.9,46.2,,,
2017-12-03,16,793,500,293,63.05,732,61,92.31,2501,,77.9,46.2,,,
2017-12-04,16,793,500,293,63.05,732,61,92.31,2501,,77.9,46.2,,,
2017-12-05,16,793,500,293,63.05,732,61,92.31,2501,,77.9,46.2,,,
2017-12-06,16,793,500,293,63.05,732,61,92.31,2501,,77.9,46.2,,,
2017-12-07,16,805,264,541,32.8,744,61,92.42,2535,,82.79,46.29,,,
2017-12-08,16,821,267,554,32.52,751,70,91.47,2568,,83.35,46.17,,,
2017-12-09,16,821,267,554,32.52,751,70,91.47,2568,,83.35,46.17,,,
2017-12-10,16,821,267,554,32.52,751,70,91.47,2568,,83.35,46.17,,,
2017-12-11,16,821,267,554,32.52,751,70,91.47,2568,,83.35,46.17,,,
2017-12-12,16,825,267,558,32.36,755,70,91.52,2575,,83.17,46.14,,,
2017-12-13,16,825,267,558,32.36,755,70,91.52,2575,,83.17,46.14,,,
2017-12-14,16,836,267,569,31.94,757,79,90.55,2585,,83.18,46.17,,,
2017-12-15,16,839,267,572,31.82,760,79,90.58,2591,,84.01,46.15,,,
2017-12-16,16,839,267,572,31.82,760,79,90.58,2590,,84.02,46.15,,,
2017-12-17,16,839,267,572,31.82,760,79,90.58,2590,,84.02,46.15,,,
2017-12-18,16,839,267,572,31.82,760,79,90.58,2590,,84.02,46.15,,,
2017-12-19,16,841,267,574,31.75,762,79,90.61,2597,,84.01,46.15,,,
2017-12-20,16,841,267,574,31.75,762,79,90.61,2597,,84.01,46.15,,,
2017-12-21,16,842,267,575,31.71,763,79,90.62,2597,,84.01,46.17,,,
2017-12-22,18,871,267,604,30.65,789,82,90.59,2928,,82.75,42.49,,,
2017-12-23,18,871,267,604,30.65,789,82,90.59,2928,,82.75,42.49,,,
2017-12-24,18,871,267,604,30.65,789,82,90.59,2928,,82.75,42.49,,,
2017-12-25,18,871,267,604,30.65,789,82,90.59,2928,,82.75,42.49,,,
2017-12-26,18,875,267,608,30.51,793,82,90.63,2928,,82.74,42.56,,,
2017-12-27,18,877,267,610,30.44,793,84,90.42,2930,,82.86,42.58,,,
2017-12-28,18,877,267,610,30.44,793,84,90.42,2935,,82.92,42.61,,,
